"start_date","end_date","frequency","months","yield_shock","pfolio_return_delta_shock_unadjusted_by_weighted","pfolio_noncash_weight","pfolio_return_delta_shock","count_of_stocks","bmark_return_delta_shock"
2014-01-31,2017-02-28,"weekly",37,1,0.0108803268224443,0.947876,0.0114786394237688,33,0.0165510755507895
2014-01-31,2017-02-28,"monthly",37,1,-0.0240235543911516,0.947876,-0.0253446172190789,33,-0.00879756525489626
2013-12-31,2017-02-28,"daily",38,1,0.0254156539117877,0.947876,0.0268132687311291,33,0.0311822247045394
2013-12-31,2017-02-28,"weekly",38,1,0.0110985085615771,0.947876,0.011708819045505,33,0.0170186237721224
2013-12-31,2017-02-28,"monthly",38,1,-0.0240907206198771,0.947876,-0.025415476939892,33,-0.00880016530308653
2013-11-29,2017-02-28,"daily",39,1,0.0253211331242022,0.947876,0.0267135502156423,33,0.0310150182495208
2013-11-29,2017-02-28,"weekly",39,1,0.0102064899141162,0.947876,0.0107677480114659,33,0.0161177422644923
2013-11-29,2017-02-28,"monthly",39,1,-0.024102777144966,0.947876,-0.0254281964570957,33,-0.0099334341194345
2013-10-31,2017-02-28,"daily",40,1,0.0245783978699167,0.947876,0.0259299717156217,33,0.0301361134743848
2013-10-31,2017-02-28,"weekly",40,1,0.0100631465202241,0.947876,0.0106165221191633,33,0.015600557584568
2013-10-31,2017-02-28,"monthly",40,1,-0.0220620525908353,0.947876,-0.0232752518165196,33,-0.00772192858583146
2013-09-30,2017-02-28,"daily",41,1,0.0242911691190048,0.947876,0.0256269481651659,33,0.0297973468077477
2013-09-30,2017-02-28,"weekly",41,1,0.00928396302097781,0.947876,0.00979449107370354,33,0.0140499726983334
2013-09-30,2017-02-28,"monthly",41,1,-0.0223040815007697,0.947876,-0.0235305899724961,33,-0.00792064918529646
2013-08-30,2017-02-28,"daily",42,1,0.0230595153538467,0.947876,0.0243275653712581,33,0.0281463962798248
2013-08-30,2017-02-28,"weekly",42,1,0.00962152864455173,0.947876,0.0101506195373147,33,0.0128867351612513
2013-08-30,2017-02-28,"monthly",42,1,-0.0220618614146129,0.947876,-0.0232750501274564,33,-0.00615281173490992
2013-07-31,2017-02-28,"daily",43,1,0.0228566387065912,0.947876,0.0241135324732256,33,0.0279766465153066
2013-07-31,2017-02-28,"weekly",43,1,0.010127781709264,0.947876,0.0106847116176208,33,0.0136752788797904
2013-07-31,2017-02-28,"monthly",43,1,-0.0240744074098924,0.947876,-0.0253982666613486,33,-0.00861757198321454
2013-06-28,2017-02-28,"daily",44,1,0.0217482445355846,0.947876,0.0229441873574018,33,0.0263425961893211
2013-06-28,2017-02-28,"weekly",44,1,0.00967402295041107,0.947876,0.0102060005215989,33,0.0130503386254616
2013-06-28,2017-02-28,"monthly",44,1,-0.0272327343987569,0.947876,-0.0287302710468003,33,-0.013171611188039
2013-05-31,2017-02-28,"daily",45,1,0.0202691132500655,0.947876,0.0213837181762862,33,0.0233709487153747
2013-05-31,2017-02-28,"weekly",45,1,0.00978996518704275,0.947876,0.0103283184583667,33,0.0124366684756014
2013-05-31,2017-02-28,"monthly",45,1,-0.0275237213451203,0.947876,-0.0290372594570601,33,-0.0153961255365167
2013-04-30,2017-02-28,"daily",46,1,0.020389596581311,0.947876,0.0215108269238919,33,0.0232088277585755
2013-04-30,2017-02-28,"weekly",46,1,0.00865943818803038,0.947876,0.00913562342334903,33,0.0109133583518816
2013-04-30,2017-02-28,"monthly",46,1,-0.030895668549373,0.947876,-0.0325946311008751,33,-0.0197482145705514
2013-03-29,2017-02-28,"daily",47,1,0.0204474429136713,0.947876,0.0215718542443012,33,0.0232374303376589
2013-03-29,2017-02-28,"weekly",47,1,0.00774463639801163,0.947876,0.00817051639456177,33,0.0104827605217714
2013-03-29,2017-02-28,"monthly",47,1,-0.0311019409264353,0.947876,-0.0328122464609667,33,-0.0213983496222468
2013-02-28,2017-02-28,"daily",48,1,0.0206725499224162,0.947876,0.0218093399584082,33,0.0235329603800695
2013-02-28,2017-02-28,"weekly",48,1,0.00851264638365098,0.947876,0.00898075949137965,33,0.0107773239210459
2013-02-28,2017-02-28,"monthly",48,1,-0.0321984916763915,0.947876,-0.0339690968822836,33,-0.022457100986947
2013-01-31,2017-02-28,"daily",49,1,0.0215503034900328,0.947876,0.0227353614713662,33,0.0243826490263125
2013-01-31,2017-02-28,"weekly",49,1,0.00925919980433675,0.947876,0.00976836611997429,33,0.011596893227445
2013-01-31,2017-02-28,"monthly",49,1,-0.02985503097105,0.947876,-0.0314967685341226,33,-0.0194556603706078
2012-12-31,2017-02-28,"daily",50,1,0.0215763515099216,0.947876,0.0227628418800788,33,0.0245149965099308
2012-12-31,2017-02-28,"weekly",50,1,0.00887690230234222,0.947876,0.00936504595784915,33,0.0112751888769545
2012-12-31,2017-02-28,"monthly",50,1,-0.0293236563782294,0.947876,-0.0309361734849594,33,-0.0189932979946553
2012-11-30,2017-02-28,"daily",51,1,0.021127898411569,0.947876,0.0222897282045003,33,0.0241486600475753
2012-11-30,2017-02-28,"weekly",51,1,0.00739120455629733,0.947876,0.0077976492244738,33,0.0102554893739413
2012-11-30,2017-02-28,"monthly",51,1,-0.0289558697135822,0.947876,-0.030548162115701,33,-0.0190887038832421
2012-10-31,2017-02-28,"daily",52,1,0.0215340855398429,0.947876,0.0227182516909838,33,0.02456811705909
2012-10-31,2017-02-28,"weekly",52,1,0.0090032365331236,0.947876,0.00949832734780034,33,0.01165314343693
2012-10-31,2017-02-28,"monthly",52,1,-0.02837632215418,0.947876,-0.0299367450533403,33,-0.0182413959882249
2012-09-28,2017-02-28,"daily",53,1,0.0214727639408013,0.947876,0.0226535579978829,33,0.0245609210416379
2012-09-28,2017-02-28,"weekly",53,1,0.00894382173629194,0.947876,0.00943564531256403,33,0.0118120608698895
2012-09-28,2017-02-28,"monthly",53,1,-0.029426060707984,0.947876,-0.0310442090610839,33,-0.0189085177258179
2012-08-31,2017-02-28,"daily",54,1,0.0214355450767616,0.947876,0.0226142924567787,33,0.0247843048447812
2012-08-31,2017-02-28,"weekly",54,1,0.00871611578426567,0.947876,0.00919541773846544,33,0.0122128114208531
2012-08-31,2017-02-28,"monthly",54,1,-0.0300503957477059,0.947876,-0.0317028764814236,33,-0.0191043107307384
2012-07-31,2017-02-28,"daily",55,1,0.0217014956184092,0.947876,0.0228948677025363,33,0.0251000904615999
2012-07-31,2017-02-28,"weekly",55,1,0.0102086113915876,0.947876,0.0107699861496521,33,0.0131602675065255
2012-07-31,2017-02-28,"monthly",55,1,-0.030113579991257,0.947876,-0.0317695352464426,33,-0.0192385085131622
2012-06-29,2017-02-28,"daily",56,1,0.0226973235231649,0.947876,0.0239454564976483,33,0.0266160459640773
2012-06-29,2017-02-28,"weekly",56,1,0.0111675517326952,0.947876,0.0117816589223645,33,0.0144683027931497
2012-06-29,2017-02-28,"monthly",56,1,-0.031239453284732,0.947876,-0.0329573206671886,33,-0.0192971770497813
2012-05-31,2017-02-28,"daily",57,1,0.0234588132281451,0.947876,0.0247488207615185,33,0.02780117145068
2012-05-31,2017-02-28,"weekly",57,1,0.00991177446464044,0.947876,0.0104568260665324,33,0.0130946895493231
2012-05-31,2017-02-28,"monthly",57,1,-0.0136420455920505,0.947876,-0.0143922259789788,33,0.00070263243926243
2012-04-30,2017-02-28,"daily",58,1,0.0241527242891512,0.947876,0.0254808902104824,32,0.029123845194651
2012-04-30,2017-02-28,"weekly",58,1,0.0118122394044809,0.947876,0.0124617981724201,32,0.0158922671106225
2012-04-30,2017-02-28,"monthly",58,1,-0.012759100910653,0.947876,-0.0134607278912569,32,0.000159779621081872
2012-03-30,2017-02-28,"daily",59,1,0.0241628698943534,0.947876,0.0254915937257124,32,0.0290443366741943
2012-03-30,2017-02-28,"weekly",59,1,0.0110067179911222,0.947876,0.0116119808826494,32,0.0149811810940179
2012-03-30,2017-02-28,"monthly",59,1,-0.0129754518864732,0.947876,-0.0136889760754289,32,4.56276059557104e-05
2012-02-29,2017-02-28,"daily",60,1,0.0238507306423531,0.947876,0.0251622898378618,32,0.0289409070988118
2012-02-29,2017-02-28,"weekly",60,1,0.0118159034138047,0.947876,0.0124656636667715,32,0.0157776995969226
2012-02-29,2017-02-28,"monthly",60,1,-0.0125094935885141,0.947876,-0.0131973945838001,32,0.000550686152392357
